6 skill groups
http://zh.tos.wikia.com/wiki/%E9%97%9C%E5%8D%A1%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/1-500
-   500 skills
--  #1  {{ES1}} : [1]  -> 強化盾 -> 敵人只會受到強化符石的攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/1
--  #569  {{ES569}} : [2]  -> 70%血下同歸於盡 -> 敵人生命力 70% 或以下時，每回合發動攻擊時會扣除召喚師 100% 生命力並扣除自身 100% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/569
--  #570  {{ES570}} : [2]  -> 血弱50%-同歸於盡 -> 敵人生命力 50% 或以下時，每回合發動攻擊時會扣除召喚師 100% 生命力並扣除自身 100% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/570
--  #571  {{ES571}} : [1]  -> 突擊65% ‧ 攻後冰封 -> 首回合敵人會優先突擊 1 次。每當召喚師受到攻擊時，敵人會隨機凍結場上 1 粒符石，3 回合內不能消除該符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/571
--  #572  {{ES572}} : [1]  -> 突擊65% ‧ 攻後雙重冰封 -> 首回合敵人會優先突擊 1 次。每當召喚師受到攻擊時，敵人會隨機凍結場上 2 粒符石，3 回合內不能消除該符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/572
--  #573  {{ES573}} : [2]  -> 突擊65% ‧ 燃燒10% -> 首回合敵人會優先突擊 1 次。每當召喚師受到攻擊時，敵人會隨機燃燒 1 個位置，每觸碰被燃燒的位置，將扣除召喚師 10% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/573
--  #574  {{ES574}} : [2]  -> 突擊65% ‧ 雙重燃燒10% -> 首回合敵人會優先突擊 1 次。每當召喚師受到攻擊時，敵人會隨機燃燒 2 個位置，每觸碰被燃燒的位置，將扣除召喚師 10% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/574
--  #575  {{ES575}} : [1]  -> 突擊65% ‧ 心鎖定 ‧ 未消敵回10% -> 首回合敵人會優先突擊 1 次。每當召喚師受到攻擊時，敵人會鎖定場上的心符石；如有鎖定的心符石未被消除時，敵人回復自身生命力 10% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/575
--  #576  {{ES576}} : [1]  -> 突擊65% ‧ 水心鎖定 ‧ 未消敵回20% -> 首回合敵人會優先突擊 1 次。每當召喚師受到攻擊時，敵人會鎖定場上的心符石及水符石；如有鎖定的符石未被消除時，敵人回復自身生命力 20% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/576
--  #577  {{ES577}} : [1]  -> 先攻 ‧ 下回自殺 -> 首回合敵人會優先攻擊 1 次 (無視所有減傷效果和意志技能)。下回合敵人會扣除自身 100% 生命力，期間不受任何攻擊傷害及無視所有控制技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/577
--  #578  {{ES578}} : [1]  -> 缺血盾 -> 召喚師在生命力未滿時，才能對敵人造成攻擊傷害 (包括主動技) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/578
--  #579  {{ES579}} : [1]  -> 50%血上盾 -> 召喚師在生命力 50% 或以上時，才能對敵人造成攻擊傷害 (包括主動技) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/579
--  #580  {{ES580}} : [2]  -> 5+Combo盾 ‧ 不足扣血100% -> 在敵人發動攻擊的回合，召喚師需達成 5 連擊或以上，否則敵人會扣除召喚師 100% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/580
--  #581  {{ES581}} : [2]  -> 7+Combo盾 ‧ 不足扣血100% -> 在敵人發動攻擊的回合，召喚師需達成 7 連擊或以上，否則敵人會扣除召喚師 100% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/581
--  #582  {{ES582}} : [2]  -> 缺10+Combo扣血100% -> 在敵人發動攻擊的回合，召喚師需達成 10 連擊或以上，否則敵人會扣除召喚師 100% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/582
--  #583  {{ES583}} : [1]  -> 擊殺技無效 -> 敵人會禁止召喚師使用扣除敵人生命力百分比及即殺的技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/583
--  #584  {{ES584}} : [1]  -> 龍脈回復 -> 首回合敵人會將龍脈儀存滿 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/584
--  #585  {{ES585}} : [1]  -> 三屬盾 ‧ 限 -> 召喚師需同時符合以下兩個條件，才會對敵人造成攻擊傷害：同時消除水符石、火符石及木符石；不能消除光符石或暗符石 (只計算首批消除的符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/585
--  #586  {{ES586}} : [1]  -> 光暗盾 ‧ 限 -> 召喚師需同時符合以下兩個條件，才會對敵人造成攻擊傷害：同時消除光符石及暗符石；不能消除水符石、火符石或木符石 (只計算首批消除的符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/586
--  #587  {{ES587}} : [1]  -> 心禁消 -> 心符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/587
--  #588  {{ES588}} : [1]  -> 攻後轉橫水 -> 當受到敵人攻擊時，隨機將 1 橫行的符石轉化為水符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/588
--  #589  {{ES589}} : [1]  -> 攻後轉橫火 -> 當受到敵人攻擊時，隨機將 1 橫行的符石轉化為火符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/589
--  #590  {{ES590}} : [1]  -> 攻後轉橫木 -> 當受到敵人攻擊時，隨機將 1 橫行的符石轉化為木符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/590
--  #591  {{ES591}} : [1]  -> 攻後轉橫光 -> 當受到敵人攻擊時，隨機將 1 橫行的符石轉化為光符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/591
--  #592  {{ES592}} : [1]  -> 攻後轉橫暗 -> 當受到敵人攻擊時，隨機將 1 橫行的符石轉化為暗符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/592
--  #593  {{ES593}} : [1]  -> 攻後轉直水 -> 當受到敵人攻擊時，隨機將 1 直行的符石轉化為水符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/593
--  #594  {{ES594}} : [1]  -> 攻後轉直火 -> 當受到敵人攻擊時，隨機將 1 直行的符石轉化為火符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/594
--  #595  {{ES595}} : [1]  -> 攻後轉直木 -> 當受到敵人攻擊時，隨機將 1 直行的符石轉化為木符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/595
--  #596  {{ES596}} : [1]  -> 攻後轉直光 -> 當受到敵人攻擊時，隨機將 1 直行的符石轉化為光符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/596
--  #597  {{ES597}} : [1]  -> 攻後轉直暗 -> 當受到敵人攻擊時，隨機將 1 直行的符石轉化為暗符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/597
--  #598  {{ES598}} : [1]  -> 主動傷害吸收 -> 敵人會吸取所有主動技能造成的攻擊傷害並轉化為自身生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/598
--  #599  {{ES599}} : [1]  -> 消心扣敵2% ‧ 扣血50% -> 每回合敵人發動攻擊時會扣除召喚師 50% 生命力 (無視所有減傷效果和意志技能)，並不受任何攻擊傷害 (包括主動技)。每消除 1 粒心符石，可扣除敵人 2% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/599
--  #600  {{ES600}} : [1]  -> 消心扣敵2% ‧ 扣血70% -> 每回合敵人發動攻擊時會扣除召喚師 70% 生命力 (無視所有減傷效果和意志技能)，並不受任何攻擊傷害 (包括主動技)。每消除 1 粒心符石，可扣除敵人 2% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/600
--  #601  {{ES601}} : [2]  -> 消心盾5% ‧ 扣血30% -> 每回合敵人發動攻擊時會扣除召喚師 30% 生命力 (無視所有減傷效果和意志技能)，並不受任何攻擊傷害 (包括主動技)。每消除 1 粒心符石，可扣除敵人 5% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/601
--  #602  {{ES602}} : [2]  -> 消心盾5% ‧ 扣血50% -> 每回合敵人發動攻擊時會扣除召喚師 50% 生命力 (無視所有減傷效果和意志技能)，並不受任何攻擊傷害 (包括主動技)。每消除 1 粒心符石，可扣除敵人 5% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/602
--  #603  {{ES603}} : [2]  -> 消心盾5% ‧ 扣血70% -> 每回合敵人發動攻擊時會扣除召喚師 70% 生命力 (無視所有減傷效果和意志技能)，並不受任何攻擊傷害 (包括主動技)。每消除 1 粒心符石，可扣除敵人 5% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/603
--  #604  {{ES604}} : [1]  -> 軌跡黏附 -> 敵人會持續黏附移動符石時所觸碰的符石，被黏附的符石一經觸碰，即時停止移動符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/604
--  #605  {{ES605}} : [1]  -> 三重風化3000 ‧ 先 -> 每回合移動符石前，隨機將 3 粒符石風化，一經觸碰，即時停止移動符石，並對召喚師造成 3,000 點傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/605
--  #606  {{ES606}} : [1]  -> 問號符石9 ‧ 15% -> 大幅掉落隱藏符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/606
--  #607  {{ES607}} : [1]  -> 軌跡腐蝕 ‧ 妖精剋制 ‧ 連 -> 敵人會黏附移動符石時所觸碰的符石，被黏附的符石一經觸碰，即時停止移動符石；若召喚師隊伍中有妖精類成員時，移動符石時所觸碰的符石會持續被黏附 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/607
--  #608  {{ES608}} : [1]  -> 三屬盾 ‧ 龍類剋制 ‧ 強化 -> 同時消除水符石、火符石及木符石才會對敵人造成攻擊傷害；若召喚師隊伍中有龍類成員時，需同時消除水強化符石，火強化符石及木強化符石，才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/608
--  #609  {{ES609}} : [1]  -> 風化3000 ‧ 先 ‧ 魔族剋制 ‧ 三重風化 -> 每回合移動符石前，隨機將 1 粒符石風化，一經觸碰，即時停止移動符石，並對召喚師造成 3,000 點傷害；若召喚師隊伍中有魔族成員時，每回合移動符石前隨機風化的符石增加至 3 粒 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/609
--  #610  {{ES610}} : [1]  -> 7+Combo盾 ‧ 人類剋制 ‧ 攻盾 -> 7 連擊 (Combo) 或以上才會對敵人造成攻擊傷害；若召喚師隊伍中有人類成員時，敵人會按召喚師發動連擊 (Combo) 數目的多寡而作出相應次數的攻擊 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/610
--  #611  {{ES611}} : [1]  -> 問號符石9 ‧ 神族剋制12 ‧ 15% -> 大幅掉落隱藏符石；若召喚師隊伍中有神族成員時，敵人會進一步加大掉落隱藏符石幅度 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/611
--  #612  {{ES612}} : [1]  -> (5回禁消 ‧ 水) -> 5 回合內，水符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/612
--  #613  {{ES613}} : [1]  -> (5回禁消 ‧ 火) -> 5 回合內，火符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/613
--  #614  {{ES614}} : [1]  -> (5回禁消 ‧ 木) -> 5 回合內，木符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/614
--  #615  {{ES615}} : [1]  -> (5回禁消 ‧ 光) -> 5 回合內，光符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/615
--  #616  {{ES616}} : [1]  -> (5回禁消 ‧ 暗) -> 5 回合內，暗符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/616
--  #617  {{ES617}} : [1]  -> (5回禁消 ‧ 心) -> 5 回合內，心符石無法被消除 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/617
--  #618  {{ES618}} : [3]  -> (5回火暗防禦盾) ‧ 無視減傷 ‧ 攻後燃燒10% -> 首回合敵人會轉變換為木屬性。<br>5 回合內，火及暗屬性的攻擊無法對敵人造成傷害。敵人會無視所有減傷效果和意志技能，每當召喚師受到攻擊時，敵人會隨機燃燒 1 個位置，每觸碰被燃燒的位置，將扣除召喚師 10% 生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/618
--  #619  {{ES619}} : [4]  -> 敵轉暗 ‧ 命懸一線 ‧ 連擊-血弱追擊 ‧ 輕攻-火暗輪轉 -> 首回合敵人會轉變換為暗屬性。<br>敵人會在 1 回合內連續攻擊 2 次，敵人生命力愈低時，連擊次數愈多。首回合敵人會令召喚師生命力剩 1 點，並先制將心符石轉化為暗符石。敵人首次發動輕量攻擊後，會將其中 1 種符石轉化為火符石；第 2 次發動攻擊時，會將其中 1 種符石轉化為暗符石。以上攻擊循環周而復始。 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/619
--  #620  {{ES620}} : [4]  -> (5回轉珠減2秒) ‧ 首回敵轉暗 ‧ 連擊 ‧ 無視減傷 -> 首回合敵人會轉變換為暗屬性。<br>5 回合內，敵人會令移動符石時間縮短 2 秒 (移動符石時間最多減至 1 秒)。敵人會在 1 回合內連續攻擊 2 次 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/620
--  #621  {{ES621}} : [3]  -> 首回敵轉光 ‧ 附加消除 ‧ 首消光暗Combo同等盾 -> 首回合敵人會轉變換為光屬性。<br>首回合敵人會消除召喚師所有附加效果。同時消除相同連擊 (Combo) 數目的光符石及暗符石，才能對敵人造成攻擊傷害 (只計算首批消除的符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/621
--  #622  {{ES622}} : [3]  -> (5回減攻90%) ‧ 攻後雙重冰封 ‧ 無視減傷 -> 首回合敵人會轉變換為光屬性。<br>5 回合內，敵人會令召喚師的攻擊力減至 10%。敵人會無視所有減傷效果和意志技能。每當召喚師受到攻擊時，敵人會隨機凍結場上 2 粒符石，3 回合內不能消除該符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/622
--  #623  {{ES623}} : [3]  -> 轉水屬 ‧ 反彈35% ‧ 水木外防禦75% -> 首回合敵人會轉變換為水屬性。<br>敵人會反擊召喚師的 35% 攻擊傷害 (需消除符石)。當敵人受到水及木屬性以外的攻擊時，攻擊傷害減至 25% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/623
--  #624  {{ES624}} : [2]  -> 攻前盾 ‧ 中毒40% ‧ 攻後封技4回 ‧ 越攻越強 -> 首回合敵人會轉變換為火屬性。<br>敵人無視任何攻擊傷害，直至敵人第 1 次攻擊。敵人會令全隊中毒，在每回合扣除召喚師 40% 生命力，直至敵人死亡；每當召喚師受到攻擊時，敵人會封鎖所有成員的主動技能，持續 4 回合。敵人攻擊次數愈多時，攻擊力會大幅提升，達到一定次數時會連撃 2 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/624
--  #625  {{ES625}} : [3]  -> 木暗防禦90% ‧ 攻後雙重風化 ‧ 隨機禁錮1員2回 -> 首回合敵人會轉變換為暗屬性。<br>木及暗屬性的攻擊傷害減至 10%。每當召喚師受到攻擊時：敵人會隨機封鎖 1 個成員的主動技能及其攻擊，持續 2 回合 (可疊加)；另外，敵人會隨機將 2 粒符石風化，風化符石一經觸碰，即時停止移動符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/625
--  #626  {{ES626}} : [3]  -> 首回敵轉水 ‧ 首消水木同等盾 ‧ 首扣50% ‧ 次扣100% -> 首回合敵人會轉變換為水屬性。<br>敵人發動攻擊時會扣除召喚師 50% 生命力，當召喚師受到攻擊後，敵人每回合發動攻擊時則會扣除召喚師 100% 生命力 (攻擊無視所有減傷效果和意志技能)。同時消除相同連擊 (Combo) 數目的水符石及木符石，才能對敵人造成攻擊傷害 (只計算首批消除的符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/626
--  #627  {{ES627}} : [2]  -> 木水輪轉 ‧ 越戰越強 ‧ 金 -> 首回合敵人會轉變換為木屬性。<br>敵人首次發動攻擊時，會隨機將 1 直行的符石轉化為木符石；第 2 次發動攻擊時，會隨機將 1 橫行的符石轉化為水符石。以上攻擊循環周而復始。敵人生命力愈低時，攻擊力會大幅提升，達到一定血量時並會連撃 2 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/627
--  #628  {{ES628}} : [2]  -> 先攻 ‧ (5回軌跡燃燒800) ‧ 7+Combo追擊盾 -> 首回合敵人會轉變換為光屬性。<br>首回合敵人會優先攻擊 1 次。5 回合內，敵人會燃燒移動符石時所觸碰的位置，每觸碰被燃燒的位置，對召喚師造成 800 點的傷害。7 連擊 (Combo) 或以上才會對敵人造成攻擊傷害，否則敵人會按召喚師發動連擊 (Combo) 數目的多寡而作出相應次數的攻擊 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/628
--  #629  {{ES629}} : [2]  -> 無法控制 ‧ 不倒意志40% ‧ 1血完全回復 ‧ 增攻150% -> 首回合敵人會轉變換為火屬性。<br>敵人會無視所有控制技能。敵人當前生命力大於 40% 時，下一次所受傷害不會使其死亡 (包括主動技)。當敵人生命力剩 1 點時，會完全回復生命力 (只發動 1 次)，並提升攻擊力 1.5 倍 (無視所有減傷效果和意志技能)。 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/629
--  #630  {{ES630}} : [1]  -> (5回無視減傷) -> 5 回合內，無視所有減傷效果和意志技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/630
--  #631  {{ES631}} : [1]  -> (98回無視減傷) -> 98 回合內，無視所有減傷效果和意志技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/631
--  #632  {{ES632}} : [1]  -> (5回5+Combo發動攻回) -> 5 回合內，達成 5 連擊 (Combo) 或以上才會發動攻擊和回復 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/632
--  #633  {{ES633}} : [1]  -> (5回6+Combo發動攻回) -> 5 回合內，達成 6 連擊 (Combo) 或以上才會發動攻擊和回復 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/633
--  #634  {{ES634}} : [1]  -> (5回7+Combo發動攻回) -> 5 回合內，達成 7 連擊 (Combo) 或以上才會發動攻擊和回復 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/634
--  #635  {{ES635}} : [1]  -> (5回8+Combo發動攻回) -> 5 回合內，達成 8 連擊 (Combo) 或以上才會發動攻擊和回復 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/635
--  #636  {{ES636}} : [1]  -> 同攻盾 -> 所有成員同時發動攻擊才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/636
--  #637  {{ES637}} : [1]  -> 最高攻擊無效 -> 攻擊傷害最高的成員無法對敵人造成攻擊傷害 (可多於 1 個) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/637
--  #638  {{ES638}} : [1]  -> 符石攻擊無效 -> #N/A -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/638
--  #639  {{ES639}} : [1]  -> 迷惑符石 -> 敵人會令召喚師無法看透符石的本質 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/639
--  #640  {{ES640}} : [1]  -> 越扣越強10% -> 首回合敵人發動攻擊時會扣除召喚師 10% 生命力 (無視所有減傷效果和意志技能)；受到敵人攻擊次數愈多時，攻擊力會持續提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/640
--  #641  {{ES641}} : [1]  -> 越扣越強20% -> 首回合敵人發動攻擊時會扣除召喚師 20% 生命力 (無視所有減傷效果和意志技能)；受到敵人攻擊次數愈多時，攻擊力會持續提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/641
--  #642  {{ES642}} : [1]  -> 越扣越強25% -> 首回合敵人發動攻擊時會扣除召喚師 25% 生命力 (無視所有減傷效果和意志技能)；受到敵人攻擊次數愈多時，攻擊力會持續提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/642
--  #643  {{ES643}} : [1]  -> (3回轉珠減2秒) -> 3 回合內，移動符石時間縮短 2 秒 (移動符石時間最多減至 1 秒) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/643
--  #644  {{ES644}} : [1]  -> (4回轉珠減2秒) -> 4 回合內，移動符石時間縮短 2 秒 (移動符石時間最多減至 1 秒) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/644
--  #645  {{ES645}} : [1]  -> (5回轉珠減2秒) -> 5 回合內，移動符石時間縮短 2 秒 (移動符石時間最多減至 1 秒) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/645
--  #646  {{ES646}} : [1]  -> (3回回復減少50%) -> 3 回合內，回復力減少 50% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/646
--  #647  {{ES647}} : [1]  -> (4回回復減少50%) -> 4 回合內，回復力減少 50% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/647
--  #648  {{ES648}} : [1]  -> (5回回復減少50%) -> 5 回合內，回復力減少 50% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/648
--  #649  {{ES649}} : [1]  -> 攻後水縱橫輪轉 -> 當首次受到敵人攻擊時，隨機將 1 直行的符石轉化為水符石；第 2 次受到敵人攻擊時，隨機將 1 橫行的符石轉化為水符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/649
--  #650  {{ES650}} : [1]  -> 攻後火縱橫輪轉 -> 當首次受到敵人攻擊時，隨機將 1 直行的符石轉化為火符石；第 2 次受到敵人攻擊時，隨機將 1 橫行的符石轉化為火符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/650
--  #651  {{ES651}} : [1]  -> 攻後木縱橫輪轉 -> 當首次受到敵人攻擊時，隨機將 1 直行的符石轉化為木符石；第 2 次受到敵人攻擊時，隨機將 1 橫行的符石轉化為木符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/651
--  #652  {{ES652}} : [1]  -> 攻後光縱橫輪轉 -> 當首次受到敵人攻擊時，隨機將 1 直行的符石轉化為光符石；第 2 次受到敵人攻擊時，隨機將 1 橫行的符石轉化為光符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/652
--  #653  {{ES653}} : [1]  -> 攻後暗縱橫輪轉 -> 當首次受到敵人攻擊時，隨機將 1 直行的符石轉化為暗符石；第 2 次受到敵人攻擊時，隨機將 1 橫行的符石轉化為暗符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/653
--  #654  {{ES654}} : [1]  -> 攻後心縱橫輪轉 -> 當首次受到敵人攻擊時，隨機將 1 直行的符石轉化為心符石；第 2 次受到敵人攻擊時，隨機將 1 橫行的符石轉化為心符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/654
--  #655  {{ES655}} : [1]  -> 攻後水內外輪轉 -> 當首次受到敵人攻擊時，場上中央的 6 粒符石會轉化為水符石；第 2 次受到敵人攻擊時，場上外側的符石會轉化為水符石。以上攻擊循環周而復始 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/655
